,Image type,Image index,Distinctiveness type,RE type,Distinctiveness percentile,RE percentile
1685,Filler,2993,N/A,N/A,82.57,89.89
1686,Filler,7694,N/A,N/A,63.37,38.61
1687,Filler,7418,N/A,N/A,99.36,94.87
1688,Filler,1181,N/A,N/A,71.44,42.73
1689,Filler,7405,N/A,N/A,89.22,84.25
1690,Filler,4496,N/A,N/A,19.92,15.07
1691,Filler,4803,N/A,N/A,11.86,12.86
1692,Filler,1879,N/A,N/A,12.83,62.1
1693,Filler,7575,N/A,N/A,63.8,79.65
1694,Filler,7619,N/A,N/A,52.34,31.6
1695,Filler,3127,N/A,N/A,11.49,53.87
1696,Filler,5195,N/A,N/A,33.2,0.95
1697,Filler,96,N/A,N/A,44.16,39.23
1698,Filler,6280,N/A,N/A,25.82,61.69
1699,Filler,4112,N/A,N/A,39.61,60.88
1700,Filler,3953,N/A,N/A,63.0,62.03
1701,Filler,6743,N/A,N/A,94.07,95.91
1702,Filler,2694,N/A,N/A,20.22,69.46
1703,Filler,5074,N/A,N/A,62.33,23.4
1704,Filler,6396,N/A,N/A,63.15,30.31
1705,Filler,4591,N/A,N/A,40.24,65.82
1706,Filler,5275,N/A,N/A,91.58,61.76
1707,Filler,6754,N/A,N/A,51.7,60.92
1708,Filler,7886,N/A,N/A,33.84,28.87
1709,Filler,4543,N/A,N/A,73.83,69.37
1710,Filler,3560,N/A,N/A,10.98,29.73
1711,Filler,6417,N/A,N/A,52.39,34.41
1712,Filler,6116,N/A,N/A,1.8,6.56
1713,Filler,4856,N/A,N/A,85.0,81.13
1714,Filler,3505,N/A,N/A,47.5,76.26
1715,Filler,5820,N/A,N/A,34.74,32.11
1716,Filler,3794,N/A,N/A,81.86,79.28
1717,Filler,1649,N/A,N/A,14.48,50.27
1718,Filler,2574,N/A,N/A,78.98,83.58
1719,Filler,7639,N/A,N/A,58.41,66.31
1720,Filler,5671,N/A,N/A,83.17,56.99
1721,Filler,2916,N/A,N/A,82.52,99.61
1722,Filler,5353,N/A,N/A,13.16,3.31
1723,Filler,467,N/A,N/A,92.76,84.7
1724,Filler,1983,N/A,N/A,35.85,6.24
1725,Filler,3475,N/A,N/A,52.47,35.8
1726,Filler,5955,N/A,N/A,6.93,15.93
1727,Filler,3808,N/A,N/A,66.81,11.71
1728,Filler,5449,N/A,N/A,64.93,29.82
1729,Filler,234,N/A,N/A,21.09,36.76
1730,Filler,5718,N/A,N/A,1.98,9.41
1731,Filler,4810,N/A,N/A,20.96,5.51
1732,Filler,4545,N/A,N/A,33.83,68.89
1733,Filler,1584,N/A,N/A,20.06,78.06
1734,Filler,106,N/A,N/A,2.91,7.58
1735,Filler,4885,N/A,N/A,97.9,94.55
1736,Filler,1213,N/A,N/A,70.94,40.86
1737,Filler,4157,N/A,N/A,45.45,8.43
1738,Filler,2277,N/A,N/A,29.76,46.12
1739,Filler,5212,N/A,N/A,74.99,47.85
1740,Filler,6914,N/A,N/A,18.21,71.82
1741,Filler,7083,N/A,N/A,39.09,60.69
1742,Filler,7153,N/A,N/A,63.43,61.64
1743,Filler,4708,N/A,N/A,71.92,27.1
1744,Filler,3738,N/A,N/A,79.34,15.78
1745,Filler,2068,N/A,N/A,21.11,39.68
1746,Filler,1632,N/A,N/A,45.16,39.62
1747,Filler,2156,N/A,N/A,80.35,42.2
1748,Filler,3580,N/A,N/A,30.76,92.45
1749,Filler,589,N/A,N/A,7.7,5.86
1750,Filler,7123,N/A,N/A,71.34,25.88
1751,Filler,7380,N/A,N/A,2.87,1.94
1752,Filler,28,N/A,N/A,22.87,60.46
1753,Filler,2228,N/A,N/A,52.94,0.76
1754,Filler,7431,N/A,N/A,67.98,17.44
1755,Filler,5194,N/A,N/A,3.29,10.67
1756,Filler,4941,N/A,N/A,27.35,84.71
1757,Filler,4376,N/A,N/A,80.6,92.15
1758,Filler,6718,N/A,N/A,78.17,16.96
1759,Filler,1835,N/A,N/A,41.0,37.53
1760,Filler,2095,N/A,N/A,91.74,93.06
1761,Filler,366,N/A,N/A,99.95,99.91
1762,Filler,6726,N/A,N/A,68.22,47.53
1763,Filler,3704,N/A,N/A,69.22,27.98
1764,Filler,396,N/A,N/A,57.32,63.22
1765,Filler,7164,N/A,N/A,41.86,17.21
1766,Filler,1570,N/A,N/A,25.33,27.8
1767,Filler,1143,N/A,N/A,96.3,95.82
1768,Filler,7404,N/A,N/A,0.72,4.51
1769,Filler,3124,N/A,N/A,37.35,97.18
1770,Filler,1220,N/A,N/A,1.35,3.34
1771,Filler,2061,N/A,N/A,80.9,65.83
1772,Filler,4139,N/A,N/A,15.51,54.95
1773,Filler,4693,N/A,N/A,97.15,78.54
1774,Filler,1500,N/A,N/A,51.21,16.37
1775,Filler,7077,N/A,N/A,50.47,50.43
1776,Filler,2563,N/A,N/A,13.95,11.29
1777,Filler,321,N/A,N/A,71.99,88.41
1778,Filler,7498,N/A,N/A,71.69,75.6
1779,Filler,6857,N/A,N/A,32.05,59.56
1780,Filler,6373,N/A,N/A,87.79,73.4
1781,Filler,4203,N/A,N/A,70.47,50.7
1782,Filler,3741,N/A,N/A,91.9,64.23
1783,Filler,5024,N/A,N/A,45.82,92.78
1784,Filler,4248,N/A,N/A,48.86,55.54
1785,Filler,179,N/A,N/A,55.99,50.63
1786,Filler,6926,N/A,N/A,93.16,13.25
1787,Filler,6178,N/A,N/A,83.35,6.97
1788,Filler,7454,N/A,N/A,75.25,52.85
1789,Filler,3121,N/A,N/A,35.37,32.7
1790,Filler,2583,N/A,N/A,4.37,40.3
1791,Filler,7482,N/A,N/A,19.51,71.42
1792,Filler,3024,N/A,N/A,15.03,59.4
1793,Filler,7275,N/A,N/A,84.49,82.93
1794,Filler,6922,N/A,N/A,75.85,42.77
1795,Filler,5321,N/A,N/A,63.29,53.09
1796,Filler,4935,N/A,N/A,44.12,96.05
1797,Filler,5186,N/A,N/A,8.0,57.75
1798,Filler,5542,N/A,N/A,45.94,33.85
1799,Filler,7902,N/A,N/A,88.22,13.47
1800,Filler,7567,N/A,N/A,79.7,33.88
1801,Filler,4479,N/A,N/A,7.17,26.69
1802,Filler,5533,N/A,N/A,4.17,32.79
1803,Filler,5196,N/A,N/A,41.27,55.39
1804,Filler,2066,N/A,N/A,20.94,30.26
1805,Filler,8007,N/A,N/A,6.13,13.84
1806,Filler,2643,N/A,N/A,17.36,6.88
1807,Filler,4841,N/A,N/A,62.59,33.17
1808,Filler,5974,N/A,N/A,77.69,28.01
1809,Filler,1093,N/A,N/A,97.16,58.28
1810,Filler,2077,N/A,N/A,82.96,43.8
1811,Filler,2134,N/A,N/A,44.93,26.34
1812,Filler,2807,N/A,N/A,25.79,4.48
1813,Filler,1603,N/A,N/A,68.29,50.85
1814,Filler,4246,N/A,N/A,5.78,20.48
1815,Filler,5779,N/A,N/A,66.05,15.14
1816,Filler,177,N/A,N/A,76.74,74.94
1817,Filler,5003,N/A,N/A,7.94,25.29
1818,Filler,6322,N/A,N/A,83.22,79.14
1819,Filler,794,N/A,N/A,71.55,98.56
1820,Filler,5641,N/A,N/A,40.33,21.75
1821,Filler,1105,N/A,N/A,68.03,30.96
1822,Filler,7990,N/A,N/A,52.59,44.48
1823,Filler,7436,N/A,N/A,3.5,5.73
1824,Filler,1746,N/A,N/A,49.99,48.82
1825,Filler,7967,N/A,N/A,30.85,77.82
1826,Filler,7976,N/A,N/A,31.87,30.05
1827,Filler,6456,N/A,N/A,96.49,58.05
1828,Filler,158,N/A,N/A,16.26,0.64
1829,Filler,6817,N/A,N/A,52.22,67.26
1830,Filler,6775,N/A,N/A,1.68,10.51
1831,Filler,1125,N/A,N/A,56.91,36.97
1832,Filler,4019,N/A,N/A,63.69,73.26
1833,Filler,6734,N/A,N/A,31.42,84.78
1834,Filler,2954,N/A,N/A,82.37,75.1
1835,Filler,1501,N/A,N/A,54.31,15.29
1836,Filler,4634,N/A,N/A,72.38,99.42
1837,Filler,844,N/A,N/A,29.9,42.51
1838,Filler,1413,N/A,N/A,47.12,14.21
1839,Filler,3488,N/A,N/A,65.54,71.75
1840,Filler,963,N/A,N/A,98.62,85.31
1841,Filler,1646,N/A,N/A,2.31,6.66
1842,Filler,1222,N/A,N/A,42.59,17.89
1843,Filler,1394,N/A,N/A,36.46,68.79
1844,Filler,6938,N/A,N/A,20.86,17.25
1845,Filler,2115,N/A,N/A,64.69,85.74
1846,Filler,6002,N/A,N/A,34.58,16.94
1847,Filler,4232,N/A,N/A,56.5,49.01
1848,Filler,606,N/A,N/A,48.6,14.78
1849,Filler,7592,N/A,N/A,62.58,68.72
1850,Filler,1346,N/A,N/A,38.13,65.47
1851,Filler,5308,N/A,N/A,77.47,27.19
1852,Filler,3874,N/A,N/A,79.37,77.27
1853,Filler,6314,N/A,N/A,95.19,90.34
1854,Filler,3039,N/A,N/A,12.58,44.2
1855,Filler,3278,N/A,N/A,88.45,83.12
1856,Filler,5388,N/A,N/A,53.59,15.2
1857,Filler,2673,N/A,N/A,30.92,42.43
1858,Filler,2198,N/A,N/A,69.62,9.03
1859,Filler,4299,N/A,N/A,11.7,16.64
1860,Filler,7269,N/A,N/A,99.1,93.95
1861,Filler,4820,N/A,N/A,47.48,79.47
1862,Filler,1658,N/A,N/A,7.8,28.1
1863,Filler,4948,N/A,N/A,91.93,74.62
1864,Filler,477,N/A,N/A,96.58,84.01
1865,Filler,7861,N/A,N/A,19.75,8.86
1866,Filler,4036,N/A,N/A,73.6,36.95
1867,Filler,454,N/A,N/A,53.26,17.34
1868,Filler,3343,N/A,N/A,90.14,72.44
1869,Filler,4059,N/A,N/A,38.11,51.24
1870,Filler,854,N/A,N/A,30.94,48.1
1871,Filler,4085,N/A,N/A,72.72,62.91
1872,Filler,6060,N/A,N/A,73.17,88.43
1873,Filler,175,N/A,N/A,16.51,47.69
1874,Filler,2091,N/A,N/A,11.67,20.8
1875,Filler,5468,N/A,N/A,74.68,45.15
1876,Filler,666,N/A,N/A,75.98,2.04
1877,Filler,2038,N/A,N/A,65.05,1.26
1878,Filler,1521,N/A,N/A,96.28,81.35
1879,Filler,4403,N/A,N/A,72.21,74.8
1880,Filler,5012,N/A,N/A,56.7,70.77
1881,Filler,7836,N/A,N/A,85.46,69.2
1882,Filler,4752,N/A,N/A,8.83,46.82
1883,Filler,3920,N/A,N/A,5.08,4.7
1884,Filler,4448,N/A,N/A,26.02,53.33
1885,Filler,2202,N/A,N/A,19.7,59.94
1886,Filler,6680,N/A,N/A,94.43,59.99
1887,Filler,7758,N/A,N/A,87.67,90.75
1888,Filler,240,N/A,N/A,11.11,11.54
1889,Filler,7705,N/A,N/A,96.52,79.73
1890,Filler,6490,N/A,N/A,65.15,47.43
1891,Filler,2149,N/A,N/A,1.6,15.08
1892,Filler,5237,N/A,N/A,76.43,54.62
1893,Filler,1163,N/A,N/A,43.24,5.52
1894,Filler,5934,N/A,N/A,91.86,85.42
1895,Filler,2222,N/A,N/A,99.01,89.12
1896,Filler,4423,N/A,N/A,20.18,67.61
1897,Filler,6887,N/A,N/A,56.13,18.14
1898,Filler,1472,N/A,N/A,48.73,54.16
1899,Filler,6798,N/A,N/A,66.17,80.49
1900,Filler,6656,N/A,N/A,72.79,82.23
1901,Filler,6171,N/A,N/A,55.44,76.97
1902,Filler,394,N/A,N/A,79.15,31.15
1903,Filler,7006,N/A,N/A,36.36,27.4
1904,Filler,3857,N/A,N/A,90.46,90.04
1905,Filler,818,N/A,N/A,19.2,36.19
1906,Filler,5103,N/A,N/A,79.72,8.37
1907,Filler,354,N/A,N/A,57.03,74.58
1908,Filler,4143,N/A,N/A,91.6,49.66
1909,Filler,2863,N/A,N/A,72.24,92.68
1910,Filler,764,N/A,N/A,69.91,73.36
1911,Filler,5519,N/A,N/A,9.81,2.02
1912,Filler,6389,N/A,N/A,34.75,74.09
1913,Filler,1273,N/A,N/A,66.2,10.84
1914,Filler,2031,N/A,N/A,40.84,24.5
1915,Filler,6251,N/A,N/A,64.94,30.71
1916,Filler,4724,N/A,N/A,42.69,66.87
1917,Filler,7646,N/A,N/A,90.7,90.46
1918,Filler,4172,N/A,N/A,44.63,35.83
1919,Filler,2842,N/A,N/A,92.94,63.24
1920,Filler,4533,N/A,N/A,77.63,33.4
1921,Filler,5814,N/A,N/A,37.03,56.0
1922,Filler,3652,N/A,N/A,89.61,96.38
1923,Filler,2750,N/A,N/A,60.28,46.08
1924,Filler,3695,N/A,N/A,27.09,36.32
1925,Filler,4287,N/A,N/A,33.34,93.32
1926,Filler,8028,N/A,N/A,74.33,95.86
1927,Filler,1268,N/A,N/A,4.74,13.41
1928,Filler,6732,N/A,N/A,26.01,34.66
1929,Filler,591,N/A,N/A,50.23,31.92
1930,Filler,202,N/A,N/A,10.77,26.85
1931,Filler,6710,N/A,N/A,72.63,36.84
1932,Filler,5588,N/A,N/A,11.65,54.46
1933,Filler,2445,N/A,N/A,32.01,2.9
1934,Filler,5201,N/A,N/A,38.67,97.76
1935,Filler,7587,N/A,N/A,0.43,4.82
1936,Filler,7316,N/A,N/A,42.1,79.88
1937,Filler,6157,N/A,N/A,1.06,0.04
1938,Filler,7830,N/A,N/A,31.12,79.94
1939,Filler,7923,N/A,N/A,54.1,29.78
1940,Filler,4361,N/A,N/A,75.64,11.55
1941,Filler,6245,N/A,N/A,88.42,58.62
1942,Filler,5854,N/A,N/A,13.32,21.17
1943,Filler,6543,N/A,N/A,12.38,10.8
1944,Filler,6802,N/A,N/A,80.45,26.47
1945,Filler,3671,N/A,N/A,52.67,49.21
1946,Filler,7217,N/A,N/A,92.78,90.54
1947,Filler,204,N/A,N/A,70.68,96.89
1948,Filler,5239,N/A,N/A,62.26,98.85
1949,Filler,4214,N/A,N/A,68.14,45.98
1950,Filler,7852,N/A,N/A,94.98,87.75
1951,Filler,4191,N/A,N/A,68.44,58.3
1952,Filler,4236,N/A,N/A,52.54,75.0
1953,Filler,6240,N/A,N/A,35.67,29.91
1954,Filler,7813,N/A,N/A,6.76,5.1
1955,Filler,5915,N/A,N/A,12.88,36.25
1956,Filler,1482,N/A,N/A,84.47,49.17
1957,Filler,1524,N/A,N/A,47.77,76.43
1958,Filler,5292,N/A,N/A,65.32,2.79
1959,Filler,2041,N/A,N/A,20.37,23.07
1960,Filler,7581,N/A,N/A,54.58,74.65
1961,Filler,1400,N/A,N/A,67.21,18.18
1962,Filler,5553,N/A,N/A,87.86,37.45
1963,Filler,1107,N/A,N/A,31.0,40.74
1964,Filler,1891,N/A,N/A,51.03,53.6
1965,Filler,3156,N/A,N/A,8.12,81.55
1966,Filler,2210,N/A,N/A,97.16,53.37
1967,Filler,460,N/A,N/A,96.2,80.04
1968,Filler,5082,N/A,N/A,52.51,32.31
1969,Filler,469,N/A,N/A,68.31,38.49
1970,Filler,2460,N/A,N/A,41.78,66.36
1971,Filler,798,N/A,N/A,65.39,78.23
1972,Filler,4628,N/A,N/A,25.46,66.0
1973,Filler,69,N/A,N/A,71.64,79.64
1974,Filler,127,N/A,N/A,69.58,26.19
1975,Filler,2870,N/A,N/A,81.64,42.87
1976,Filler,5667,N/A,N/A,86.81,85.47
1977,Filler,985,N/A,N/A,76.94,45.55
1978,Filler,197,N/A,N/A,40.91,31.1
1979,Filler,4638,N/A,N/A,96.18,35.61
1980,Filler,5643,N/A,N/A,63.38,64.1
1981,Filler,7602,N/A,N/A,53.58,21.54
1982,Filler,6825,N/A,N/A,8.3,32.41
1983,Filler,5835,N/A,N/A,78.68,82.97
1984,Filler,781,N/A,N/A,84.0,85.75
1985,Filler,2028,N/A,N/A,53.29,86.68
1986,Filler,407,N/A,N/A,9.24,14.99
1987,Filler,7951,N/A,N/A,29.5,54.52
1988,Filler,2437,N/A,N/A,28.84,3.98
1989,Filler,6818,N/A,N/A,40.58,49.19
1990,Filler,5523,N/A,N/A,29.03,80.51
1991,Filler,4532,N/A,N/A,14.15,77.12
1992,Filler,7937,N/A,N/A,59.04,63.32
1993,Filler,1782,N/A,N/A,75.29,18.38
1994,Filler,7617,N/A,N/A,80.25,96.25
1995,Filler,6957,N/A,N/A,5.35,35.79
1996,Filler,1993,N/A,N/A,29.62,26.39
1997,Filler,1219,N/A,N/A,27.19,64.72
1998,Filler,4440,N/A,N/A,61.44,61.48
1999,Filler,5525,N/A,N/A,21.1,53.94
2000,Filler,81,N/A,N/A,56.43,67.82
2001,Filler,1460,N/A,N/A,83.04,78.51
2002,Filler,3586,N/A,N/A,38.49,11.3
2003,Filler,315,N/A,N/A,86.34,53.7
2004,Filler,1170,N/A,N/A,6.71,18.37
2005,Filler,2176,N/A,N/A,71.18,40.61
2006,Filler,6335,N/A,N/A,64.37,94.06
2007,Filler,4596,N/A,N/A,28.83,46.49
2008,Filler,6345,N/A,N/A,11.64,62.96
2009,Filler,7054,N/A,N/A,32.51,31.9
2010,Filler,7651,N/A,N/A,4.1,38.3
2011,Filler,5910,N/A,N/A,11.18,52.84
2012,Filler,3393,N/A,N/A,14.2,35.23
2013,Filler,7463,N/A,N/A,41.07,57.23
2014,Filler,1953,N/A,N/A,40.7,23.37
2015,Filler,1493,N/A,N/A,42.85,82.53
2016,Filler,124,N/A,N/A,15.29,55.83
2017,Filler,6382,N/A,N/A,84.36,60.19
2018,Filler,2344,N/A,N/A,38.66,10.56
2019,Filler,6654,N/A,N/A,32.9,40.39
2020,Filler,1305,N/A,N/A,73.14,60.2
2021,Filler,947,N/A,N/A,94.34,45.92
2022,Filler,6400,N/A,N/A,68.73,36.91
2023,Filler,2666,N/A,N/A,45.5,8.25
2024,Filler,3936,N/A,N/A,45.86,72.37
2025,Filler,5944,N/A,N/A,98.26,93.12
2026,Filler,2573,N/A,N/A,95.1,77.72
2027,Filler,5102,N/A,N/A,40.07,46.4
2028,Filler,2199,N/A,N/A,48.54,16.97
2029,Filler,4641,N/A,N/A,76.35,74.15
2030,Filler,2109,N/A,N/A,53.38,84.35
2031,Filler,534,N/A,N/A,74.9,58.57
2032,Filler,3935,N/A,N/A,78.82,94.51
2033,Filler,4119,N/A,N/A,59.52,67.49
2034,Filler,674,N/A,N/A,59.32,41.17
2035,Filler,2386,N/A,N/A,57.23,41.13
2036,Filler,4874,N/A,N/A,97.52,69.89
2037,Filler,7630,N/A,N/A,75.66,31.23
2038,Filler,2108,N/A,N/A,22.19,33.43
2039,Filler,344,N/A,N/A,95.23,92.31
2040,Filler,49,N/A,N/A,65.74,39.78
2041,Filler,7928,N/A,N/A,52.01,69.35
2042,Filler,5573,N/A,N/A,47.92,87.06
2043,Filler,7970,N/A,N/A,69.37,54.14
2044,Filler,6544,N/A,N/A,51.86,81.02
2045,Filler,5156,N/A,N/A,77.77,61.15
2046,Filler,1244,N/A,N/A,46.27,92.25
2047,Filler,1615,N/A,N/A,9.92,8.12
2048,Filler,314,N/A,N/A,82.01,42.22
2049,Filler,5359,N/A,N/A,72.91,72.04
2050,Filler,87,N/A,N/A,19.06,30.2
2051,Filler,7300,N/A,N/A,67.75,29.38
2052,Filler,4670,N/A,N/A,45.71,68.93
2053,Filler,4662,N/A,N/A,68.4,66.48
2054,Filler,2423,N/A,N/A,83.74,57.57
2055,Filler,8000,N/A,N/A,96.29,92.06
2056,Filler,3111,N/A,N/A,28.8,26.52
2057,Filler,1037,N/A,N/A,82.4,80.11
2058,Filler,89,N/A,N/A,43.74,30.62
2059,Filler,6889,N/A,N/A,22.41,37.23
2060,Filler,7417,N/A,N/A,30.54,51.21
2061,Filler,5739,N/A,N/A,40.35,94.89
2062,Filler,3898,N/A,N/A,92.72,96.79
2063,Filler,3495,N/A,N/A,64.1,10.92
2064,Filler,2195,N/A,N/A,54.91,72.48
2065,Filler,4737,N/A,N/A,43.87,92.01
2066,Filler,6700,N/A,N/A,66.99,64.22
2067,Filler,5933,N/A,N/A,34.56,11.25
2068,Filler,580,N/A,N/A,85.31,89.96
2069,Filler,6083,N/A,N/A,56.14,55.2
2070,Filler,2356,N/A,N/A,19.19,17.79
2071,Filler,5855,N/A,N/A,23.26,72.52
2072,Filler,5056,N/A,N/A,42.06,79.11
2073,Filler,7790,N/A,N/A,5.62,33.81
2074,Filler,1272,N/A,N/A,29.58,47.23
2075,Filler,7290,N/A,N/A,53.68,48.34
2076,Filler,4082,N/A,N/A,13.91,10.85
2077,Filler,6413,N/A,N/A,69.86,96.78
2078,Filler,1545,N/A,N/A,11.03,54.01
2079,Filler,4665,N/A,N/A,65.85,70.52
2080,Filler,4032,N/A,N/A,7.06,16.47
2081,Filler,7186,N/A,N/A,36.55,37.69
2082,Filler,5851,N/A,N/A,82.95,85.72
2083,Filler,2819,N/A,N/A,85.84,56.77
2084,Filler,4234,N/A,N/A,59.45,73.64
2085,Filler,6606,N/A,N/A,24.5,54.77
2086,Filler,4989,N/A,N/A,63.49,87.91
2087,Filler,4482,N/A,N/A,31.5,0.55
2088,Filler,5158,N/A,N/A,75.59,85.58
2089,Filler,719,N/A,N/A,77.57,54.18
2090,Filler,5556,N/A,N/A,67.02,86.58
2091,Filler,5877,N/A,N/A,7.39,22.31
2092,Filler,990,N/A,N/A,93.3,43.91
2093,Filler,2719,N/A,N/A,43.5,89.91
2094,Filler,6793,N/A,N/A,63.41,91.54
2095,Filler,5046,N/A,N/A,21.95,35.22
2096,Filler,6311,N/A,N/A,11.05,91.7
2097,Filler,7385,N/A,N/A,6.61,14.06
2098,Filler,4985,N/A,N/A,67.59,88.79
2099,Filler,2096,N/A,N/A,59.83,60.47
2100,Filler,2398,N/A,N/A,96.64,92.7
2101,Filler,2846,N/A,N/A,53.51,67.67
2102,Filler,4231,N/A,N/A,15.22,53.35
2103,Filler,7576,N/A,N/A,50.67,11.4
2104,Filler,3609,N/A,N/A,70.99,67.25
2105,Filler,7583,N/A,N/A,54.53,76.9
2106,Filler,3493,N/A,N/A,76.7,53.22
2107,Filler,4996,N/A,N/A,69.82,61.25
2108,Filler,5200,N/A,N/A,9.51,4.26
2109,Filler,2728,N/A,N/A,43.6,52.72
2110,Filler,5123,N/A,N/A,3.09,13.03
2111,Filler,1242,N/A,N/A,9.11,1.03
2112,Filler,6296,N/A,N/A,94.38,65.55
2113,Filler,6057,N/A,N/A,91.0,89.05
2114,Filler,3746,N/A,N/A,85.9,37.57
2115,Filler,1994,N/A,N/A,17.46,46.75
2116,Filler,2605,N/A,N/A,0.84,25.59
2117,Filler,1827,N/A,N/A,13.43,29.7
2118,Filler,5437,N/A,N/A,50.87,79.56
2119,Filler,6412,N/A,N/A,48.84,77.5
2120,Filler,557,N/A,N/A,28.56,52.37
2121,Filler,3378,N/A,N/A,98.27,59.95
2122,Filler,317,N/A,N/A,4.02,5.62
2123,Filler,286,N/A,N/A,88.39,96.32
2124,Filler,3114,N/A,N/A,13.39,0.84
2125,Filler,775,N/A,N/A,75.13,34.78
2126,Filler,5045,N/A,N/A,88.35,47.79
2127,Filler,1619,N/A,N/A,65.58,74.11
2128,Filler,2110,N/A,N/A,44.62,4.95
2129,Filler,7323,N/A,N/A,21.98,41.02
2130,Filler,3815,N/A,N/A,20.21,42.86
2131,Filler,1469,N/A,N/A,88.95,61.23
2132,Filler,207,N/A,N/A,20.02,58.0
2133,Filler,987,N/A,N/A,74.89,19.25
2134,Filler,3543,N/A,N/A,14.61,19.11
2135,Filler,1022,N/A,N/A,49.66,4.12
2136,Filler,2235,N/A,N/A,44.06,24.65
2137,Filler,2015,N/A,N/A,86.8,98.0
2138,Filler,4604,N/A,N/A,83.36,64.12
2139,Filler,3974,N/A,N/A,9.99,11.6
2140,Filler,873,N/A,N/A,96.36,96.27
2141,Filler,5585,N/A,N/A,23.84,28.03
2142,Filler,3323,N/A,N/A,79.49,68.65
2143,Filler,2794,N/A,N/A,99.11,99.81
2144,Filler,5190,N/A,N/A,4.83,44.76
2145,Filler,1948,N/A,N/A,58.51,1.31
2146,Filler,1821,N/A,N/A,75.07,98.71
2147,Filler,6553,N/A,N/A,99.02,99.73
2148,Filler,4944,N/A,N/A,15.15,64.01
2149,Filler,4420,N/A,N/A,79.39,93.2
2150,Filler,7292,N/A,N/A,49.81,76.52
2151,Filler,1880,N/A,N/A,73.21,23.95
2152,Filler,5560,N/A,N/A,48.92,88.51
2153,Filler,4315,N/A,N/A,92.79,56.91
2154,Filler,4116,N/A,N/A,55.24,23.88
2155,Filler,4111,N/A,N/A,47.25,96.21
2156,Filler,5578,N/A,N/A,90.89,65.32
2157,Filler,3680,N/A,N/A,58.02,66.48
2158,Filler,1596,N/A,N/A,13.62,39.29
2159,Filler,4539,N/A,N/A,4.61,64.6
2160,Filler,6555,N/A,N/A,13.86,63.62
2161,Filler,5128,N/A,N/A,0.95,5.39
2162,Filler,4298,N/A,N/A,8.39,16.12
2163,Filler,4430,N/A,N/A,52.76,49.65
2164,Filler,3501,N/A,N/A,95.69,57.14
2165,Filler,6368,N/A,N/A,33.6,82.86
2166,Filler,5591,N/A,N/A,71.71,84.74
2167,Filler,3900,N/A,N/A,63.08,22.07
2168,Filler,3284,N/A,N/A,13.89,55.26
2169,Filler,5942,N/A,N/A,75.24,52.55
2170,Filler,6944,N/A,N/A,55.49,35.09
2171,Filler,5812,N/A,N/A,72.03,4.24
2172,Filler,6655,N/A,N/A,89.75,89.81
2173,Filler,1359,N/A,N/A,51.3,92.9
2174,Filler,3234,N/A,N/A,42.14,24.48
2175,Filler,3197,N/A,N/A,32.95,4.86
2176,Filler,2503,N/A,N/A,92.01,78.22
2177,Filler,7508,N/A,N/A,49.84,71.92
2178,Filler,5066,N/A,N/A,64.24,90.57
2179,Filler,7528,N/A,N/A,49.39,72.07
2180,Filler,4915,N/A,N/A,1.74,6.91
2181,Filler,6906,N/A,N/A,38.87,46.88
2182,Filler,5391,N/A,N/A,24.39,69.36
2183,Filler,2818,N/A,N/A,39.07,39.7
2184,Filler,3038,N/A,N/A,94.99,86.34
2185,Filler,3105,N/A,N/A,71.31,58.74
2186,Filler,6528,N/A,N/A,97.44,84.33
2187,Filler,2246,N/A,N/A,88.58,37.37
2188,Filler,1928,N/A,N/A,71.16,57.15
2189,Filler,2920,N/A,N/A,51.62,31.45
2190,Filler,5442,N/A,N/A,77.91,70.1
2191,Filler,733,N/A,N/A,10.82,1.56
2192,Filler,5027,N/A,N/A,44.7,39.03
2193,Filler,2576,N/A,N/A,99.41,99.79
2194,Filler,2504,N/A,N/A,12.61,22.91
2195,Filler,7406,N/A,N/A,71.37,56.07
2196,Filler,7145,N/A,N/A,21.21,18.26
2197,Filler,2310,N/A,N/A,55.94,54.86
2198,Filler,6796,N/A,N/A,90.37,78.99
2199,Filler,5036,N/A,N/A,75.83,74.88
2200,Filler,4745,N/A,N/A,90.94,33.49
2201,Filler,270,N/A,N/A,54.46,43.79
2202,Filler,5109,N/A,N/A,30.75,5.33
2203,Filler,1495,N/A,N/A,35.35,24.94
2204,Filler,3440,N/A,N/A,86.28,70.88
2205,Filler,1704,N/A,N/A,74.18,50.64
2206,Filler,6129,N/A,N/A,81.53,96.0
2207,Filler,3705,N/A,N/A,34.78,59.43
2208,Filler,4843,N/A,N/A,85.58,77.06
2209,Filler,7202,N/A,N/A,57.78,29.08
2210,Filler,4710,N/A,N/A,73.53,28.28
2211,Filler,5007,N/A,N/A,71.28,91.98
2212,Filler,5502,N/A,N/A,82.83,93.27
2213,Filler,129,N/A,N/A,87.34,55.33
2214,Filler,6744,N/A,N/A,22.38,5.79
2215,Filler,5867,N/A,N/A,26.1,31.69
2216,Filler,7831,N/A,N/A,74.54,55.55
2217,Filler,1349,N/A,N/A,70.43,97.43
2218,Filler,6472,N/A,N/A,73.13,83.54
2219,Filler,2299,N/A,N/A,26.88,52.67
2220,Filler,5978,N/A,N/A,3.91,2.71
2221,Filler,1824,N/A,N/A,30.77,26.15
2222,Filler,6457,N/A,N/A,59.9,38.47
2223,Filler,296,N/A,N/A,66.09,27.75
