,Image type,Image index,Distinctiveness type,RE type,Distinctiveness percentile,RE percentile
591,Filler,6660,N/A,N/A,4.64,12.94
592,Filler,2874,N/A,N/A,80.34,15.51
593,Filler,2942,N/A,N/A,20.23,85.21
594,Filler,7688,N/A,N/A,81.2,93.64
595,Filler,7296,N/A,N/A,96.67,64.69
596,Filler,2140,N/A,N/A,21.03,50.49
597,Filler,7628,N/A,N/A,38.29,72.92
598,Filler,7335,N/A,N/A,33.4,30.57
599,Filler,1922,N/A,N/A,62.55,47.54
600,Filler,6565,N/A,N/A,96.14,96.65
601,Filler,7615,N/A,N/A,83.97,40.48
602,Filler,4442,N/A,N/A,55.66,50.14
603,Filler,499,N/A,N/A,57.59,38.13
604,Filler,5233,N/A,N/A,49.64,85.84
605,Filler,5508,N/A,N/A,35.01,48.81
606,Filler,7182,N/A,N/A,13.49,23.49
607,Filler,6387,N/A,N/A,56.56,34.3
608,Filler,7008,N/A,N/A,11.6,64.96
609,Filler,4618,N/A,N/A,87.52,77.52
610,Filler,381,N/A,N/A,58.38,13.9
611,Filler,737,N/A,N/A,22.5,1.86
612,Filler,73,N/A,N/A,25.89,60.94
613,Filler,6713,N/A,N/A,73.8,61.79
614,Filler,7832,N/A,N/A,89.06,71.25
615,Filler,7538,N/A,N/A,11.88,53.41
616,Filler,6851,N/A,N/A,30.09,21.08
617,Filler,2832,N/A,N/A,42.12,65.54
618,Filler,5681,N/A,N/A,64.27,3.43
619,Filler,1200,N/A,N/A,72.75,27.16
620,Filler,3562,N/A,N/A,79.5,66.57
621,Filler,4076,N/A,N/A,21.07,38.35
622,Filler,2311,N/A,N/A,20.67,2.97
623,Filler,3257,N/A,N/A,62.4,16.65
624,Filler,5161,N/A,N/A,2.89,7.87
625,Filler,3703,N/A,N/A,14.76,54.6
626,Filler,32,N/A,N/A,78.27,93.44
627,Filler,3823,N/A,N/A,32.23,11.42
628,Filler,5229,N/A,N/A,69.31,46.09
629,Filler,1309,N/A,N/A,23.53,46.13
630,Filler,2631,N/A,N/A,68.68,69.5
631,Filler,2404,N/A,N/A,10.43,62.84
632,Filler,1687,N/A,N/A,75.49,58.37
633,Filler,1205,N/A,N/A,37.28,6.34
634,Filler,5479,N/A,N/A,1.94,1.29
635,Filler,500,N/A,N/A,23.42,32.85
636,Filler,123,N/A,N/A,25.57,50.54
637,Filler,2242,N/A,N/A,30.7,48.42
638,Filler,6401,N/A,N/A,26.7,47.87
639,Filler,453,N/A,N/A,43.46,72.67
640,Filler,7997,N/A,N/A,35.86,17.51
641,Filler,3119,N/A,N/A,29.85,38.83
642,Filler,664,N/A,N/A,16.91,4.58
643,Filler,5303,N/A,N/A,80.38,69.58
644,Filler,5408,N/A,N/A,43.2,30.56
645,Filler,7603,N/A,N/A,75.11,55.15
646,Filler,334,N/A,N/A,29.28,1.01
647,Filler,522,N/A,N/A,65.09,95.98
648,Filler,4397,N/A,N/A,33.74,42.19
649,Filler,1969,N/A,N/A,54.96,76.69
650,Filler,2733,N/A,N/A,93.57,96.57
651,Filler,2697,N/A,N/A,90.12,79.97
652,Filler,155,N/A,N/A,86.33,26.86
653,Filler,5283,N/A,N/A,80.12,45.96
654,Filler,2815,N/A,N/A,27.81,53.38
655,Filler,3085,N/A,N/A,40.51,64.86
656,Filler,1017,N/A,N/A,15.75,50.66
657,Filler,7703,N/A,N/A,21.4,34.04
658,Filler,7040,N/A,N/A,6.37,5.87
659,Filler,5925,N/A,N/A,22.2,74.19
660,Filler,549,N/A,N/A,90.64,17.7
661,Filler,6804,N/A,N/A,7.56,20.37
662,Filler,7890,N/A,N/A,9.91,40.58
663,Filler,6548,N/A,N/A,64.56,8.01
664,Filler,1708,N/A,N/A,67.87,91.93
665,Filler,3025,N/A,N/A,87.24,85.62
666,Filler,3784,N/A,N/A,31.84,91.68
667,Filler,1195,N/A,N/A,98.51,85.36
668,Filler,5931,N/A,N/A,77.33,96.5
669,Filler,5566,N/A,N/A,66.08,8.05
670,Filler,5756,N/A,N/A,87.66,62.54
671,Filler,3421,N/A,N/A,1.72,6.59
672,Filler,1312,N/A,N/A,6.14,40.79
673,Filler,4570,N/A,N/A,67.61,19.01
674,Filler,1395,N/A,N/A,98.33,99.81
675,Filler,6746,N/A,N/A,52.37,19.61
676,Filler,4027,N/A,N/A,90.21,96.04
677,Filler,6230,N/A,N/A,20.51,13.24
678,Filler,3076,N/A,N/A,69.59,3.45
679,Filler,958,N/A,N/A,44.77,60.33
680,Filler,4875,N/A,N/A,47.1,83.14
681,Filler,2201,N/A,N/A,78.63,92.17
682,Filler,1353,N/A,N/A,89.93,63.98
683,Filler,6307,N/A,N/A,22.32,67.71
684,Filler,878,N/A,N/A,11.01,78.1
685,Filler,1251,N/A,N/A,94.69,95.14
686,Filler,7191,N/A,N/A,14.36,48.74
687,Filler,19,N/A,N/A,10.44,74.24
688,Filler,2292,N/A,N/A,44.59,68.06
689,Filler,4632,N/A,N/A,97.39,87.05
690,Filler,6701,N/A,N/A,12.03,12.22
691,Filler,1218,N/A,N/A,91.64,96.26
692,Filler,94,N/A,N/A,92.23,80.58
693,Filler,4774,N/A,N/A,93.19,77.19
694,Filler,652,N/A,N/A,53.88,76.04
695,Filler,1206,N/A,N/A,75.28,45.07
696,Filler,168,N/A,N/A,70.56,34.74
697,Filler,6705,N/A,N/A,40.72,37.69
698,Filler,3866,N/A,N/A,81.58,89.54
699,Filler,4092,N/A,N/A,86.95,76.25
700,Filler,5991,N/A,N/A,33.13,20.33
701,Filler,3046,N/A,N/A,35.26,40.45
702,Filler,5499,N/A,N/A,34.03,89.72
703,Filler,1078,N/A,N/A,60.11,45.11
704,Filler,7138,N/A,N/A,67.69,69.98
705,Filler,7358,N/A,N/A,40.83,46.72
706,Filler,6476,N/A,N/A,63.13,95.58
707,Filler,4504,N/A,N/A,67.32,28.37
708,Filler,373,N/A,N/A,54.05,3.17
709,Filler,665,N/A,N/A,51.81,47.49
710,Filler,3183,N/A,N/A,1.99,1.53
711,Filler,6909,N/A,N/A,71.83,49.35
712,Filler,5504,N/A,N/A,82.8,90.44
713,Filler,5699,N/A,N/A,46.71,39.69
714,Filler,642,N/A,N/A,40.95,32.08
715,Filler,7229,N/A,N/A,69.83,35.11
716,Filler,882,N/A,N/A,95.52,72.73
717,Filler,6334,N/A,N/A,61.94,31.67
718,Filler,1062,N/A,N/A,97.25,89.0
719,Filler,7428,N/A,N/A,53.37,13.1
720,Filler,4065,N/A,N/A,12.07,40.72
721,Filler,6215,N/A,N/A,51.55,72.95
722,Filler,309,N/A,N/A,43.45,75.98
723,Filler,6444,N/A,N/A,99.62,99.55
724,Filler,7883,N/A,N/A,23.89,4.75
725,Filler,3646,N/A,N/A,7.85,27.64
726,Filler,5058,N/A,N/A,98.17,98.66
727,Filler,7820,N/A,N/A,72.8,93.4
728,Filler,7713,N/A,N/A,97.8,93.42
729,Filler,4353,N/A,N/A,37.0,49.39
730,Filler,6994,N/A,N/A,39.73,91.51
731,Filler,2974,N/A,N/A,82.49,77.54
732,Filler,1542,N/A,N/A,34.13,10.82
733,Filler,4140,N/A,N/A,1.59,61.72
734,Filler,3383,N/A,N/A,75.76,68.32
735,Filler,25,N/A,N/A,74.04,69.79
736,Filler,5547,N/A,N/A,75.75,79.35
737,Filler,6348,N/A,N/A,88.41,51.85
738,Filler,1179,N/A,N/A,67.5,76.5
739,Filler,3569,N/A,N/A,43.97,23.66
740,Filler,2148,N/A,N/A,38.85,5.01
741,Filler,6675,N/A,N/A,33.82,16.76
742,Filler,4169,N/A,N/A,74.59,29.58
743,Filler,6984,N/A,N/A,23.47,58.93
744,Filler,5432,N/A,N/A,54.4,28.91
745,Filler,2338,N/A,N/A,87.37,70.07
746,Filler,6216,N/A,N/A,62.12,36.66
747,Filler,3931,N/A,N/A,98.46,93.62
748,Filler,2174,N/A,N/A,99.6,90.09
749,Filler,5235,N/A,N/A,0.18,20.87
750,Filler,3776,N/A,N/A,28.19,14.86
751,Filler,1284,N/A,N/A,3.31,7.44
752,Filler,4660,N/A,N/A,19.71,48.97
753,Filler,2664,N/A,N/A,73.02,42.28
754,Filler,4887,N/A,N/A,92.0,99.22
755,Filler,5202,N/A,N/A,75.95,73.7
756,Filler,4525,N/A,N/A,84.31,56.34
757,Filler,6035,N/A,N/A,23.99,26.09
758,Filler,5106,N/A,N/A,33.5,11.74
759,Filler,2535,N/A,N/A,18.74,13.46
760,Filler,2360,N/A,N/A,65.3,61.19
761,Filler,1026,N/A,N/A,44.0,30.72
762,Filler,2361,N/A,N/A,55.77,56.8
763,Filler,2163,N/A,N/A,95.41,99.0
764,Filler,2620,N/A,N/A,11.92,72.01
765,Filler,644,N/A,N/A,11.93,73.04
766,Filler,6823,N/A,N/A,83.44,95.45
767,Filler,548,N/A,N/A,57.9,53.59
768,Filler,4286,N/A,N/A,96.54,74.2
769,Filler,596,N/A,N/A,7.69,21.49
770,Filler,3079,N/A,N/A,29.97,36.28
771,Filler,811,N/A,N/A,67.4,33.31
772,Filler,769,N/A,N/A,85.77,48.28
773,Filler,2962,N/A,N/A,27.03,33.52
774,Filler,3282,N/A,N/A,8.95,2.46
775,Filler,1348,N/A,N/A,65.4,98.27
776,Filler,6347,N/A,N/A,68.56,32.93
777,Filler,5797,N/A,N/A,3.02,11.52
778,Filler,889,N/A,N/A,82.41,80.08
779,Filler,2592,N/A,N/A,1.27,2.35
780,Filler,1973,N/A,N/A,52.98,28.79
781,Filler,6670,N/A,N/A,5.65,9.83
782,Filler,3374,N/A,N/A,78.07,94.69
783,Filler,6576,N/A,N/A,29.02,64.95
784,Filler,792,N/A,N/A,79.19,67.53
785,Filler,776,N/A,N/A,53.64,89.21
786,Filler,4004,N/A,N/A,12.55,20.72
787,Filler,370,N/A,N/A,38.33,72.6
788,Filler,3711,N/A,N/A,79.29,57.68
789,Filler,4751,N/A,N/A,98.21,38.34
790,Filler,3970,N/A,N/A,75.67,63.52
791,Filler,979,N/A,N/A,2.37,5.95
792,Filler,4385,N/A,N/A,81.98,26.08
793,Filler,2125,N/A,N/A,66.01,33.21
794,Filler,7494,N/A,N/A,67.9,29.76
795,Filler,3941,N/A,N/A,16.75,37.84
796,Filler,2871,N/A,N/A,85.5,56.81
797,Filler,5171,N/A,N/A,7.68,71.67
798,Filler,218,N/A,N/A,97.63,93.84
799,Filler,6794,N/A,N/A,27.8,60.16
800,Filler,147,N/A,N/A,90.74,73.83
801,Filler,7814,N/A,N/A,38.28,1.09
802,Filler,2988,N/A,N/A,51.31,65.28
803,Filler,3453,N/A,N/A,32.36,41.1
804,Filler,6474,N/A,N/A,18.66,35.64
805,Filler,2285,N/A,N/A,45.29,54.61
806,Filler,1168,N/A,N/A,74.95,21.19
807,Filler,810,N/A,N/A,35.92,9.96
808,Filler,4014,N/A,N/A,60.77,22.61
809,Filler,7373,N/A,N/A,76.96,92.99
810,Filler,4008,N/A,N/A,24.07,12.39
811,Filler,1408,N/A,N/A,51.07,5.71
812,Filler,4272,N/A,N/A,55.02,88.06
813,Filler,7065,N/A,N/A,70.41,67.59
814,Filler,7210,N/A,N/A,53.11,23.91
815,Filler,4770,N/A,N/A,48.06,92.6
816,Filler,5332,N/A,N/A,33.62,40.5
817,Filler,5289,N/A,N/A,45.01,55.58
818,Filler,847,N/A,N/A,51.85,90.97
819,Filler,1172,N/A,N/A,52.02,46.91
820,Filler,1968,N/A,N/A,80.65,13.44
821,Filler,7851,N/A,N/A,26.41,30.66
822,Filler,6523,N/A,N/A,12.98,64.51
823,Filler,2979,N/A,N/A,95.65,86.08
824,Filler,7319,N/A,N/A,12.65,44.22
825,Filler,1840,N/A,N/A,17.86,62.92
826,Filler,920,N/A,N/A,33.63,40.73
827,Filler,3791,N/A,N/A,46.43,57.26
828,Filler,417,N/A,N/A,9.34,19.03
829,Filler,592,N/A,N/A,17.54,4.87
830,Filler,5932,N/A,N/A,22.37,36.5
831,Filler,5090,N/A,N/A,58.75,14.19
832,Filler,1374,N/A,N/A,35.95,34.16
833,Filler,59,N/A,N/A,41.25,92.83
834,Filler,7653,N/A,N/A,58.01,98.11
835,Filler,2036,N/A,N/A,29.04,55.67
836,Filler,3603,N/A,N/A,49.42,69.51
837,Filler,5107,N/A,N/A,10.76,47.57
838,Filler,1475,N/A,N/A,61.41,50.79
839,Filler,6870,N/A,N/A,79.14,73.25
840,Filler,6748,N/A,N/A,57.24,40.2
841,Filler,1927,N/A,N/A,39.25,86.16
842,Filler,5848,N/A,N/A,83.69,66.62
843,Filler,5253,N/A,N/A,20.83,37.43
844,Filler,2991,N/A,N/A,83.46,3.83
845,Filler,1058,N/A,N/A,42.9,5.83
846,Filler,993,N/A,N/A,32.62,68.73
847,Filler,3758,N/A,N/A,48.97,2.86
848,Filler,5755,N/A,N/A,70.45,35.4
849,Filler,6113,N/A,N/A,41.3,87.87
850,Filler,529,N/A,N/A,47.99,66.7
851,Filler,4324,N/A,N/A,32.01,75.2
852,Filler,6342,N/A,N/A,13.18,93.78
853,Filler,5757,N/A,N/A,33.69,39.17
854,Filler,3198,N/A,N/A,51.24,22.73
855,Filler,3993,N/A,N/A,34.66,7.54
856,Filler,4067,N/A,N/A,54.2,56.61
857,Filler,4186,N/A,N/A,15.91,5.9
858,Filler,2657,N/A,N/A,64.2,79.08
859,Filler,5572,N/A,N/A,62.13,47.12
860,Filler,3336,N/A,N/A,55.33,55.13
861,Filler,5652,N/A,N/A,63.44,40.93
862,Filler,5441,N/A,N/A,8.31,7.77
863,Filler,5132,N/A,N/A,51.32,35.63
864,Filler,4617,N/A,N/A,90.42,32.01
865,Filler,2032,N/A,N/A,15.07,12.15
866,Filler,5329,N/A,N/A,67.93,90.3
867,Filler,807,N/A,N/A,15.04,27.86
868,Filler,6108,N/A,N/A,36.98,52.17
869,Filler,3397,N/A,N/A,62.25,72.69
870,Filler,1104,N/A,N/A,47.7,56.93
871,Filler,4571,N/A,N/A,52.87,13.11
872,Filler,221,N/A,N/A,31.14,72.86
873,Filler,7546,N/A,N/A,26.52,35.6
874,Filler,7419,N/A,N/A,82.07,87.57
875,Filler,7328,N/A,N/A,46.86,4.55
876,Filler,1622,N/A,N/A,47.16,42.17
877,Filler,3839,N/A,N/A,2.84,12.96
878,Filler,1299,N/A,N/A,54.18,91.07
879,Filler,2734,N/A,N/A,62.87,46.28
880,Filler,4113,N/A,N/A,47.52,30.32
881,Filler,7357,N/A,N/A,81.95,64.73
882,Filler,637,N/A,N/A,96.4,88.86
883,Filler,3077,N/A,N/A,91.79,99.11
884,Filler,5870,N/A,N/A,60.66,89.11
885,Filler,2884,N/A,N/A,11.93,22.42
886,Filler,4715,N/A,N/A,80.77,74.23
887,Filler,7843,N/A,N/A,41.19,66.18
888,Filler,4310,N/A,N/A,30.5,2.64
889,Filler,839,N/A,N/A,94.31,97.61
890,Filler,3461,N/A,N/A,35.73,7.39
891,Filler,6835,N/A,N/A,5.52,71.66
892,Filler,629,N/A,N/A,49.74,58.55
893,Filler,2431,N/A,N/A,64.5,30.69
894,Filler,7426,N/A,N/A,65.96,51.37
895,Filler,7068,N/A,N/A,39.84,29.0
896,Filler,6409,N/A,N/A,47.44,92.52
897,Filler,7644,N/A,N/A,91.66,70.16
898,Filler,1378,N/A,N/A,45.77,78.72
899,Filler,975,N/A,N/A,95.36,98.55
900,Filler,8032,N/A,N/A,30.9,52.35
901,Filler,3478,N/A,N/A,43.88,9.13
902,Filler,261,N/A,N/A,57.2,49.78
903,Filler,4451,N/A,N/A,55.23,97.06
904,Filler,7949,N/A,N/A,18.77,49.99
905,Filler,5872,N/A,N/A,13.63,44.02
906,Filler,1236,N/A,N/A,79.67,84.77
907,Filler,4633,N/A,N/A,46.23,57.17
908,Filler,7039,N/A,N/A,69.39,22.08
909,Filler,383,N/A,N/A,2.61,33.14
910,Filler,6502,N/A,N/A,81.74,17.36
911,Filler,7390,N/A,N/A,52.84,73.01
912,Filler,4296,N/A,N/A,12.76,44.51
913,Filler,2510,N/A,N/A,63.39,5.09
914,Filler,1604,N/A,N/A,8.11,33.72
915,Filler,3834,N/A,N/A,34.38,68.37
916,Filler,5972,N/A,N/A,92.51,87.42
917,Filler,4492,N/A,N/A,49.54,30.0
918,Filler,3577,N/A,N/A,88.59,42.23
919,Filler,1114,N/A,N/A,4.38,18.97
920,Filler,3123,N/A,N/A,97.61,73.65
921,Filler,6482,N/A,N/A,11.89,82.18
922,Filler,746,N/A,N/A,38.17,83.07
923,Filler,4950,N/A,N/A,72.11,66.06
924,Filler,6725,N/A,N/A,95.06,93.48
925,Filler,3319,N/A,N/A,50.92,31.09
926,Filler,4285,N/A,N/A,58.44,52.52
927,Filler,6138,N/A,N/A,36.53,96.41
928,Filler,7616,N/A,N/A,52.12,94.88
929,Filler,1675,N/A,N/A,30.56,29.42
930,Filler,6070,N/A,N/A,65.06,95.04
931,Filler,2524,N/A,N/A,36.5,81.58
932,Filler,7033,N/A,N/A,67.12,19.17
933,Filler,1004,N/A,N/A,86.03,98.18
934,Filler,7092,N/A,N/A,19.6,33.07
935,Filler,7387,N/A,N/A,45.35,16.03
936,Filler,3940,N/A,N/A,69.56,59.25
937,Filler,251,N/A,N/A,17.79,22.74
938,Filler,3950,N/A,N/A,98.2,98.91
939,Filler,1837,N/A,N/A,46.39,25.95
940,Filler,135,N/A,N/A,50.49,58.83
941,Filler,5302,N/A,N/A,9.31,81.25
942,Filler,1492,N/A,N/A,79.96,49.41
943,Filler,5198,N/A,N/A,64.74,29.15
944,Filler,5982,N/A,N/A,53.02,28.57
945,Filler,1784,N/A,N/A,67.53,9.33
946,Filler,4100,N/A,N/A,78.37,84.62
947,Filler,5799,N/A,N/A,98.24,96.73
948,Filler,4719,N/A,N/A,76.27,67.62
949,Filler,1848,N/A,N/A,84.66,35.74
950,Filler,293,N/A,N/A,39.28,16.11
951,Filler,5811,N/A,N/A,46.68,2.01
952,Filler,4928,N/A,N/A,24.71,60.06
953,Filler,7187,N/A,N/A,98.0,99.86
954,Filler,3568,N/A,N/A,61.47,70.2
955,Filler,3375,N/A,N/A,12.4,46.87
956,Filler,1428,N/A,N/A,91.55,96.86
957,Filler,4523,N/A,N/A,63.98,89.93
958,Filler,2661,N/A,N/A,58.29,58.77
959,Filler,6900,N/A,N/A,24.46,29.23
960,Filler,7152,N/A,N/A,26.04,83.62
961,Filler,3641,N/A,N/A,74.79,50.29
962,Filler,7178,N/A,N/A,65.63,69.48
963,Filler,4138,N/A,N/A,87.64,96.02
964,Filler,5668,N/A,N/A,10.41,56.02
965,Filler,2273,N/A,N/A,27.4,6.0
966,Filler,4070,N/A,N/A,6.92,44.99
967,Filler,2247,N/A,N/A,0.3,36.05
968,Filler,1370,N/A,N/A,47.09,83.59
969,Filler,8018,N/A,N/A,65.41,66.46
970,Filler,5333,N/A,N/A,94.73,91.9
971,Filler,6641,N/A,N/A,79.35,32.4
972,Filler,7395,N/A,N/A,55.71,62.28
973,Filler,5244,N/A,N/A,38.73,2.36
974,Filler,1970,N/A,N/A,10.01,17.11
975,Filler,2659,N/A,N/A,46.56,19.0
976,Filler,5355,N/A,N/A,19.05,42.42
977,Filler,5137,N/A,N/A,97.01,99.56
978,Filler,6139,N/A,N/A,6.8,9.68
979,Filler,1070,N/A,N/A,94.45,86.66
980,Filler,7442,N/A,N/A,9.21,3.9
981,Filler,2416,N/A,N/A,71.12,60.12
982,Filler,5509,N/A,N/A,67.7,33.1
983,Filler,1060,N/A,N/A,42.81,43.6
984,Filler,5000,N/A,N/A,92.35,58.8
985,Filler,5341,N/A,N/A,26.24,57.65
986,Filler,2050,N/A,N/A,61.75,75.79
987,Filler,7938,N/A,N/A,30.46,73.44
988,Filler,4647,N/A,N/A,71.81,86.3
989,Filler,142,N/A,N/A,8.02,21.55
990,Filler,5309,N/A,N/A,48.87,55.45
991,Filler,2692,N/A,N/A,90.2,54.49
992,Filler,1477,N/A,N/A,18.9,14.48
993,Filler,2926,N/A,N/A,17.43,73.23
994,Filler,7525,N/A,N/A,13.82,59.88
995,Filler,928,N/A,N/A,86.48,89.65
996,Filler,4000,N/A,N/A,87.83,79.29
997,Filler,1089,N/A,N/A,83.87,34.75
998,Filler,7881,N/A,N/A,54.36,30.8
999,Filler,7460,N/A,N/A,99.18,91.19
1000,Filler,3564,N/A,N/A,47.64,77.68
1001,Filler,2602,N/A,N/A,62.11,1.19
1002,Filler,2830,N/A,N/A,1.14,0.86
1003,Filler,3865,N/A,N/A,83.38,51.43
1004,Filler,7408,N/A,N/A,14.55,37.39
1005,Filler,4992,N/A,N/A,21.47,56.76
1006,Filler,4314,N/A,N/A,78.15,98.87
1007,Filler,556,N/A,N/A,77.5,97.55
1008,Filler,2328,N/A,N/A,9.12,63.4
1009,Filler,1379,N/A,N/A,79.87,34.54
1010,Filler,6189,N/A,N/A,59.09,59.84
1011,Filler,34,N/A,N/A,28.61,80.56
1012,Filler,717,N/A,N/A,41.14,81.15
1013,Filler,7763,N/A,N/A,34.16,66.24
1014,Filler,6613,N/A,N/A,27.08,16.53
1015,Filler,655,N/A,N/A,17.93,20.51
1016,Filler,7452,N/A,N/A,64.19,71.57
1017,Filler,184,N/A,N/A,50.84,65.16
1018,Filler,2078,N/A,N/A,85.81,41.16
1019,Filler,7367,N/A,N/A,34.19,97.3
1020,Filler,1175,N/A,N/A,36.0,39.06
1021,Filler,7403,N/A,N/A,29.18,58.85
1022,Filler,3442,N/A,N/A,87.08,73.31
1023,Filler,3080,N/A,N/A,48.61,80.0
1024,Filler,3860,N/A,N/A,24.22,3.86
1025,Filler,341,N/A,N/A,34.88,50.34
1026,Filler,8010,N/A,N/A,59.0,90.81
1027,Filler,7045,N/A,N/A,34.23,5.49
1028,Filler,7238,N/A,N/A,15.09,72.3
1029,Filler,6473,N/A,N/A,75.34,90.49
1030,Filler,4672,N/A,N/A,72.54,88.05
1031,Filler,7325,N/A,N/A,29.48,81.94
1032,Filler,5863,N/A,N/A,74.29,10.79
1033,Filler,1302,N/A,N/A,2.83,30.21
1034,Filler,3910,N/A,N/A,26.68,20.11
1035,Filler,281,N/A,N/A,20.38,41.79
1036,Filler,3462,N/A,N/A,40.2,52.26
1037,Filler,1188,N/A,N/A,21.92,31.02
1038,Filler,1701,N/A,N/A,3.27,29.8
1039,Filler,5828,N/A,N/A,88.07,67.63
1040,Filler,5298,N/A,N/A,74.46,58.76
1041,Filler,4221,N/A,N/A,69.81,13.53
1042,Filler,222,N/A,N/A,78.47,66.97
1043,Filler,6142,N/A,N/A,38.61,68.13
1044,Filler,6325,N/A,N/A,64.53,98.15
1045,Filler,5203,N/A,N/A,44.51,9.3
1046,Filler,7631,N/A,N/A,33.27,42.61
1047,Filler,4968,N/A,N/A,46.79,63.76
1048,Filler,2599,N/A,N/A,55.73,84.02
1049,Filler,7073,N/A,N/A,68.83,64.32
1050,Filler,2712,N/A,N/A,86.05,76.72
1051,Filler,3538,N/A,N/A,22.25,5.74
1052,Filler,5264,N/A,N/A,36.97,68.96
1053,Filler,2372,N/A,N/A,15.67,13.19
1054,Filler,6809,N/A,N/A,18.56,5.99
1055,Filler,5695,N/A,N/A,22.44,72.38
1056,Filler,4162,N/A,N/A,55.89,0.4
1057,Filler,4564,N/A,N/A,27.82,58.15
1058,Filler,4873,N/A,N/A,32.27,92.0
1059,Filler,3337,N/A,N/A,99.67,98.04
1060,Filler,2439,N/A,N/A,25.21,41.29
1061,Filler,2420,N/A,N/A,72.17,70.51
1062,Filler,4115,N/A,N/A,37.69,55.16
1063,Filler,830,N/A,N/A,79.36,52.73
1064,Filler,6261,N/A,N/A,74.92,88.94
1065,Filler,5923,N/A,N/A,99.43,97.16
1066,Filler,38,N/A,N/A,20.3,48.69
1067,Filler,831,N/A,N/A,37.16,86.38
1068,Filler,1446,N/A,N/A,48.55,64.2
1069,Filler,3514,N/A,N/A,76.19,63.05
1070,Filler,4854,N/A,N/A,70.2,38.42
1071,Filler,3979,N/A,N/A,30.84,70.04
1072,Filler,2123,N/A,N/A,27.43,97.67
1073,Filler,7309,N/A,N/A,39.59,94.94
1074,Filler,17,N/A,N/A,96.95,94.75
1075,Filler,3524,N/A,N/A,53.67,91.94
1076,Filler,3237,N/A,N/A,37.56,1.52
1077,Filler,303,N/A,N/A,74.43,72.16
1078,Filler,390,N/A,N/A,44.94,82.27
1079,Filler,855,N/A,N/A,56.2,86.78
1080,Filler,1291,N/A,N/A,12.96,35.99
1081,Filler,5921,N/A,N/A,36.94,17.13
1082,Filler,5770,N/A,N/A,95.05,77.41
1083,Filler,6273,N/A,N/A,92.39,98.28
1084,Filler,1949,N/A,N/A,86.49,71.84
1085,Filler,2749,N/A,N/A,42.49,94.9
1086,Filler,5269,N/A,N/A,15.53,33.55
1087,Filler,4807,N/A,N/A,75.8,36.52
1088,Filler,1536,N/A,N/A,62.3,32.42
1089,Filler,6324,N/A,N/A,51.49,64.44
1090,Filler,7733,N/A,N/A,40.67,74.72
1091,Filler,1806,N/A,N/A,6.42,5.5
1092,Filler,1984,N/A,N/A,95.9,72.4
1093,Filler,5037,N/A,N/A,51.59,64.06
1094,Filler,6238,N/A,N/A,5.05,31.73
1095,Filler,5882,N/A,N/A,0.23,20.88
1096,Filler,3990,N/A,N/A,21.12,51.84
1097,Filler,487,N/A,N/A,22.84,11.98
1098,Filler,5860,N/A,N/A,29.34,62.73
1099,Filler,7254,N/A,N/A,88.98,17.69
1100,Filler,1274,N/A,N/A,74.97,37.79
1101,Filler,3945,N/A,N/A,30.99,2.62
1102,Filler,5369,N/A,N/A,38.07,31.06
1103,Filler,6720,N/A,N/A,91.97,11.57
1104,Filler,7271,N/A,N/A,13.97,3.8
1105,Filler,7333,N/A,N/A,13.0,36.35
1106,Filler,1071,N/A,N/A,25.59,97.03
1107,Filler,2249,N/A,N/A,99.7,93.16
1108,Filler,1795,N/A,N/A,47.87,40.31
1109,Filler,5157,N/A,N/A,63.42,5.54
1110,Filler,7789,N/A,N/A,63.24,1.95
1111,Filler,6758,N/A,N/A,90.34,43.75
1112,Filler,363,N/A,N/A,65.12,21.76
1113,Filler,5584,N/A,N/A,53.27,74.35
1114,Filler,5798,N/A,N/A,45.85,85.41
1115,Filler,1146,N/A,N/A,87.94,46.68
1116,Filler,6364,N/A,N/A,29.49,19.75
1117,Filler,1976,N/A,N/A,14.6,36.88
1118,Filler,7301,N/A,N/A,17.62,25.73
1119,Filler,611,N/A,N/A,37.51,82.17
1120,Filler,6844,N/A,N/A,8.79,20.26
1121,Filler,468,N/A,N/A,81.81,41.89
1122,Filler,2008,N/A,N/A,26.36,24.46
1123,Filler,3934,N/A,N/A,22.47,8.7
1124,Filler,722,N/A,N/A,43.28,2.6
1125,Filler,6356,N/A,N/A,23.4,25.11
1126,Filler,6144,N/A,N/A,71.58,9.56
1127,Filler,3351,N/A,N/A,42.61,25.38
1128,Filler,4426,N/A,N/A,71.1,91.03
1129,Filler,3557,N/A,N/A,73.78,8.14
1130,Filler,1232,N/A,N/A,11.15,17.06
1131,Filler,1498,N/A,N/A,84.73,51.48
1132,Filler,4168,N/A,N/A,4.12,24.31
1133,Filler,957,N/A,N/A,80.08,90.66
1134,Filler,3803,N/A,N/A,13.92,32.84
1135,Filler,1919,N/A,N/A,92.26,97.4
1136,Filler,3041,N/A,N/A,19.28,24.57
1137,Filler,2120,N/A,N/A,19.95,12.32
1138,Filler,1862,N/A,N/A,98.15,99.27
1139,Filler,7638,N/A,N/A,6.0,3.96
1140,Filler,1688,N/A,N/A,33.24,90.9
1141,Filler,7131,N/A,N/A,93.02,47.56
1142,Filler,6840,N/A,N/A,61.73,32.13
1143,Filler,1189,N/A,N/A,39.55,26.49
1144,Filler,4216,N/A,N/A,76.87,18.07
1145,Filler,7029,N/A,N/A,37.79,50.62
