im_ind,hit,fa,corrected_hit
184,0.763157894736842,0.183908045977011,0.579249848759831
185,0.416666666666667,0.106382978723404,0.310283687943262
186,0.536842105263158,0.121212121212121,0.415629984051037
187,0.774647887323944,0.104651162790698,0.669996724533246
188,0.650602409638554,0.161290322580645,0.489312087057909
189,0.698630136986301,0.0853658536585366,0.613264283327765
190,0.662921348314607,0.0618556701030928,0.601065678211514
191,0.585714285714286,0.0740740740740741,0.511640211640212
192,0.636363636363636,0.285714285714286,0.350649350649351
193,0.787878787878788,0.12987012987013,0.658008658008658
194,0.615384615384615,0.10989010989011,0.505494505494505
195,0.815789473684211,0.0357142857142857,0.780075187969925
196,0.716417910447761,0.126582278481013,0.589835631966748
197,0.391891891891892,0.160919540229885,0.230972351662007
198,0.554054054054054,0.176470588235294,0.37758346581876
199,0.635135135135135,0.174418604651163,0.460716530483972
200,0.881578947368421,0,0.881578947368421
201,0.329411764705882,0.0206185567010309,0.308793208004851
202,0.681159420289855,0.209876543209877,0.471282877079979
203,0.513157894736842,0.105882352941176,0.407275541795666
204,0.652777777777778,0.209876543209877,0.442901234567901
205,0.662790697674419,0.0434782608695652,0.619312436804853
206,0.566666666666667,0.1,0.466666666666667
207,0.586666666666667,0.164705882352941,0.421960784313726
208,0.442622950819672,0.0151515151515152,0.427471435668157
209,0.703703703703704,0.032258064516129,0.671445639187575
210,0.763157894736842,0.105263157894737,0.657894736842105
211,0.695652173913043,0.269230769230769,0.426421404682274
212,0.63013698630137,0.0487804878048781,0.581356498496492
213,0.426229508196721,0.0606060606060606,0.365623447590661
214,0.735632183908046,0.323529411764706,0.41210277214334
215,0.477611940298507,0.0987654320987654,0.378846508199742
216,0.8625,0.184782608695652,0.677717391304348
217,0.661764705882353,0.172839506172839,0.488925199709513
218,0.548780487804878,0.0681818181818182,0.48059866962306
219,0.681159420289855,0.0266666666666667,0.654492753623188
220,0.72,0.230769230769231,0.489230769230769
221,0.767123287671233,0.154761904761905,0.612361382909328
222,0.6625,0.104651162790698,0.557848837209302
223,0.474576271186441,0.0140845070422535,0.460491764144187
224,0.647058823529412,0.051948051948052,0.59511077158136
225,0.535211267605634,0.0125,0.522711267605634
226,0.534883720930233,0.0869565217391304,0.447927199191102
227,0.789473684210526,0.0120481927710843,0.777425491439442
228,0.76056338028169,0.0581395348837209,0.702423845397969
229,0.736111111111111,0.126582278481013,0.609528832630098
230,0.7625,0.0804597701149425,0.682040229885057
231,0.753246753246753,0.0595238095238095,0.693722943722944
232,0.55421686746988,0.0752688172043011,0.478948050265578
233,0.432835820895522,0.0540540540540541,0.378781766841468
234,0.728395061728395,0.0666666666666667,0.661728395061728
235,0.714285714285714,0.144736842105263,0.569548872180451
236,0.766233766233766,0.202247191011236,0.56398657522253
237,0.732394366197183,0.222222222222222,0.510172143974961
238,0.662162162162162,0.244444444444444,0.417717717717718
239,0.538461538461538,0.0963855421686747,0.442075996292864
240,0.485714285714286,0.0487804878048781,0.436933797909408
241,0.726027397260274,0.168674698795181,0.557352698465093
242,0.564516129032258,0.0588235294117647,0.505692599620493
243,0.855263157894737,0.0777777777777778,0.777485380116959
244,0.571428571428571,0.136363636363636,0.435064935064935
245,0.782051282051282,0.0348837209302326,0.74716756112105
246,0.631578947368421,0.107142857142857,0.524436090225564
247,0.565217391304348,0.1,0.465217391304348
248,0.486842105263158,0.0898876404494382,0.39695446481372
249,0.684210526315789,0,0.684210526315789
250,0.844444444444444,0.125,0.719444444444444
251,0.662650602409639,0.0520833333333333,0.610567269076305
252,0.405797101449275,0.116883116883117,0.288913984566159
253,0.785714285714286,0.168539325842697,0.617174959871589
254,0.764705882352941,0.0675675675675676,0.697138314785374
255,0.604938271604938,0.0549450549450549,0.549993216659883
256,0.478260869565217,0.0666666666666667,0.411594202898551
257,0.69620253164557,0.0224719101123595,0.67373062153321
258,0.821917808219178,0.291139240506329,0.530778567712849
259,0.458333333333333,0.037037037037037,0.421296296296296
260,0.845238095238095,0.0425531914893617,0.802684903748734
261,0.592105263157895,0.0481927710843374,0.543912492073557
262,0.484375,0.0657894736842105,0.418585526315789
263,0.567901234567901,0.0666666666666667,0.501234567901235
264,0.605263157894737,0.0595238095238095,0.545739348370927
265,0.507042253521127,0.0657894736842105,0.441252779836916
266,0.813333333333333,0.0487804878048781,0.764552845528455
267,0.79746835443038,0.152173913043478,0.645294441386902
268,0.575342465753425,0.152941176470588,0.422401289282836
269,0.633333333333333,0.138888888888889,0.494444444444444
270,0.670886075949367,0.0549450549450549,0.615941021004312
271,0.704225352112676,0.0357142857142857,0.66851106639839
272,0.464788732394366,0.0493827160493827,0.415406016344983
273,0.428571428571429,0.146666666666667,0.281904761904762
274,0.608695652173913,0.168224299065421,0.440471353108493
275,0.666666666666667,0.0697674418604651,0.596899224806202
276,0.64367816091954,0.00961538461538462,0.634062776304156
277,0.506493506493506,0.147727272727273,0.358766233766234
278,0.76056338028169,0.156626506024096,0.603936874257594
279,0.756756756756757,0.0128205128205128,0.743936243936244
280,0.274193548387097,0.04,0.234193548387097
281,0.8,0.0957446808510638,0.704255319148936
282,0.542168674698795,0.0776699029126214,0.464498771786174
283,0.7,0.103896103896104,0.596103896103896
284,0.627118644067797,0.260869565217391,0.366249078850405
285,0.328358208955224,0.0864197530864197,0.241938455868804
286,0.472222222222222,0.1375,0.334722222222222
287,0.691176470588235,0.141025641025641,0.550150829562594
288,0.533333333333333,0.0396039603960396,0.493729372937294
289,0.864197530864197,0.010989010989011,0.853208519875187
290,0.357142857142857,0.0493827160493827,0.307760141093474
291,0.519480519480519,0.195652173913043,0.323828345567476
292,0.4375,0.0425531914893617,0.394946808510638
293,0.790697674418605,0.152173913043478,0.638523761375126
294,0.610169491525424,0.0307692307692308,0.579400260756193
295,0.575,0.102272727272727,0.472727272727273
296,0.774647887323944,0.194805194805195,0.579842692518749
297,0.508196721311475,0.0869565217391304,0.421240199572345
298,0.52112676056338,0.0714285714285714,0.449698189134809
299,0.626666666666667,0.146341463414634,0.480325203252033
300,0.712121212121212,0.216216216216216,0.495904995904996
301,0.588235294117647,0.010752688172043,0.577482605945604
302,0.62962962962963,0.142857142857143,0.486772486772487
303,0.776119402985075,0.180555555555556,0.595563847429519
304,0.710144927536232,0.08,0.630144927536232
305,0.733333333333333,0.170731707317073,0.56260162601626
306,0.536231884057971,0.168674698795181,0.36755718526279
307,0.886075949367089,0.218390804597701,0.667685144769387
308,0.671052631578947,0.206896551724138,0.464156079854809
309,0.675,0.188888888888889,0.486111111111111
310,0.671052631578947,0.202380952380952,0.468671679197995
311,0.6,0.021505376344086,0.578494623655914
312,0.64,0.0853658536585366,0.554634146341463
313,0.759259259259259,0.2,0.559259259259259
314,0.518518518518518,0.171717171717172,0.346801346801347
315,0.73015873015873,0.103896103896104,0.626262626262626
316,0.529411764705882,0.0645161290322581,0.464895635673624
317,0.575342465753425,0.270588235294118,0.304754230459307
318,0.847222222222222,0.0833333333333333,0.763888888888889
319,0.488095238095238,0.0842105263157895,0.403884711779449
320,0.821917808219178,0.19047619047619,0.631441617742988
321,0.605263157894737,0.0337078651685393,0.571555292726198
322,0.424657534246575,0.139240506329114,0.285417027917461
323,0.651162790697674,0.0408163265306122,0.610346464167062
324,0.53030303030303,0.08,0.45030303030303
325,0.736111111111111,0.289473684210526,0.446637426900585
326,0.546666666666667,0.0714285714285714,0.475238095238095
327,0.476923076923077,0.123287671232877,0.3536354056902
328,0.6875,0.117647058823529,0.569852941176471
329,0.639344262295082,0.0675675675675676,0.571776694727514
330,0.607142857142857,0.305263157894737,0.30187969924812
331,0.554054054054054,0.160493827160494,0.39356022689356
332,0.597701149425287,0.185567010309278,0.412134139116009
333,0.614285714285714,0.197674418604651,0.416611295681063
334,0.55,0.1,0.45
335,0.605633802816901,0.0526315789473684,0.553002223869533
336,0.666666666666667,0.075,0.591666666666667
337,0.588235294117647,0.0617283950617284,0.526506899055919
338,0.73134328358209,0.0789473684210526,0.652395915161037
339,0.506666666666667,0.0365853658536585,0.470081300813008
340,0.623376623376623,0.0731707317073171,0.550205891669306
341,0.694736842105263,0.12037037037037,0.574366471734893
342,0.790322580645161,0.0704225352112676,0.719900045433894
343,0.569620253164557,0.0760869565217391,0.493533296642818
344,0.5,0.0851063829787234,0.414893617021277
345,0.492957746478873,0.168831168831169,0.324126577647704
346,0.821428571428571,0.0957446808510638,0.725683890577508
347,0.684931506849315,0.168831168831169,0.516100338018146
348,0.767441860465116,0.032967032967033,0.734474827498083
349,0.723684210526316,0.195121951219512,0.528562259306804
350,0.835443037974684,0.193548387096774,0.641894650877909
351,0.777777777777778,0.0645161290322581,0.71326164874552
352,0.691176470588235,0.225,0.466176470588235
353,0.551282051282051,0.0344827586206897,0.516799292661362
354,0.710526315789474,0.0574712643678161,0.653055051421658
355,0.744186046511628,0.24,0.504186046511628
356,0.676056338028169,0.04,0.636056338028169
357,0.631578947368421,0.0444444444444444,0.587134502923977
358,0.453333333333333,0.135802469135802,0.317530864197531
359,0.653333333333333,0.0357142857142857,0.617619047619048
360,0.842857142857143,0.0133333333333333,0.82952380952381
361,0.386666666666667,0.195121951219512,0.191544715447154
362,0.655737704918033,0.12987012987013,0.525867575047903
363,0.455882352941176,0.04,0.415882352941176
364,0.642857142857143,0.166666666666667,0.476190476190476
365,0.460526315789474,0.15,0.310526315789474
366,0.591397849462366,0.138613861386139,0.452783988076227
367,0.845238095238095,0.0520833333333333,0.793154761904762
368,0.746835443037975,0.108695652173913,0.638139790864062
369,0.63768115942029,0.037037037037037,0.600644122383253
370,0.597222222222222,0.155555555555556,0.441666666666667
371,0.418918918918919,0.0963855421686747,0.322533376750244
372,0.652173913043478,0.00970873786407767,0.642465175179401
373,0.763157894736842,0.0240963855421687,0.739061509194674
374,0.894736842105263,0.289855072463768,0.604881769641495
375,0.707317073170732,0.108695652173913,0.598621420996819
376,0.7625,0.359550561797753,0.402949438202247
377,0.84,0.1875,0.6525
378,0.690140845070423,0.153846153846154,0.536294691224269
379,0.888888888888889,0.0731707317073171,0.815718157181572
380,0.58974358974359,0,0.58974358974359
381,0.717948717948718,0.289156626506024,0.428792091442694
382,0.553846153846154,0.105263157894737,0.448582995951417
383,0.676056338028169,0.305882352941176,0.370173985086993
384,0.636363636363636,0.0813953488372093,0.554968287526427
385,0.741176470588235,0.159574468085106,0.581602002503129
386,0.568181818181818,0.0306122448979592,0.537569573283859
387,0.592592592592593,0.166666666666667,0.425925925925926
388,0.628205128205128,0.0487804878048781,0.57942464040025
389,0.811764705882353,0.170212765957447,0.641551939924906
390,0.684931506849315,0.1,0.584931506849315
391,0.43859649122807,0.0895522388059701,0.3490442524221
392,0.794871794871795,0.0340909090909091,0.760780885780886
393,0.458333333333333,0.162790697674419,0.295542635658915
394,0.619047619047619,0.157303370786517,0.461744248261102
395,0.423076923076923,0.0459770114942529,0.37709991158267
396,0.830769230769231,0.0789473684210526,0.751821862348178
397,0.5625,0.0571428571428571,0.505357142857143
398,0.734375,0.1,0.634375
399,0.506666666666667,0.0987654320987654,0.407901234567901
400,0.534090909090909,0.0957446808510638,0.438346228239845
401,0.5,0.0963855421686747,0.403614457831325
402,0.784810126582278,0.0227272727272727,0.762082853855006
403,0.816901408450704,0.271604938271605,0.545296470179099
404,0.564516129032258,0.0869565217391304,0.477559607293128
405,0.761363636363636,0.183673469387755,0.577690166975881
406,0.688888888888889,0.0631578947368421,0.625730994152047
407,0.6625,0.164835164835165,0.497664835164835
408,0.6875,0.157894736842105,0.529605263157895
409,0.73972602739726,0.130952380952381,0.608773646444879
410,0.731707317073171,0.233333333333333,0.498373983739837
411,0.780487804878049,0.0574712643678161,0.723016540510233
412,0.590909090909091,0.175257731958763,0.415651358950328
413,0.645569620253165,0.0652173913043478,0.580352228948817
414,0.797297297297297,0.21978021978022,0.577517077517077
415,0.556962025316456,0.197916666666667,0.359045358649789
416,0.693333333333333,0.0588235294117647,0.634509803921569
417,0.7125,0.209302325581395,0.503197674418605
418,0.710526315789474,0.219512195121951,0.491014120667522
419,0.507042253521127,0.0731707317073171,0.43387152181381
420,0.468354430379747,0.111111111111111,0.357243319268636
421,0.746666666666667,0.0232558139534884,0.723410852713178
422,0.581395348837209,0.191489361702128,0.389905987135082
423,0.393939393939394,0.0641025641025641,0.32983682983683
424,0.550561797752809,0.074468085106383,0.476093712646426
425,0.555555555555556,0.112359550561798,0.443196004993758
426,0.632183908045977,0.03,0.602183908045977
427,0.666666666666667,0.134831460674157,0.531835205992509
428,0.72463768115942,0.0941176470588235,0.630520034100597
429,0.819444444444444,0.0121951219512195,0.807249322493225
430,0.555555555555556,0.0555555555555556,0.5
431,0.712871287128713,0.234234234234234,0.478637052894479
432,0.851351351351351,0.0843373493975904,0.767014001953761
433,0.557894736842105,0.152380952380952,0.405513784461153
434,0.790123456790123,0.195652173913043,0.59447128287708
435,0.835443037974684,0.125,0.710443037974684
436,0.811594202898551,0.282051282051282,0.529542920847269
437,0.546666666666667,0.117021276595745,0.429645390070922
438,0.772151898734177,0.0909090909090909,0.681242807825086
439,0.615384615384615,0.043956043956044,0.571428571428572
440,0.6375,0.120879120879121,0.516620879120879
441,0.680555555555556,0.120481927710843,0.560073627844712
442,0.45679012345679,0.129411764705882,0.327378358750908
443,0.815217391304348,0.277227722772277,0.537989668532071
444,0.733333333333333,0.244186046511628,0.489147286821705
445,0.694117647058824,0.0606060606060606,0.633511586452763
446,0.375,0.0222222222222222,0.352777777777778
447,0.736842105263158,0.0602409638554217,0.676601141407736
448,0.573033707865168,0.193548387096774,0.379485320768394
449,0.381578947368421,0.13953488372093,0.242044063647491
450,0.772151898734177,0.0465116279069767,0.725640270827201
451,0.75,0.0206185567010309,0.729381443298969
452,0.921052631578947,0.239130434782609,0.681922196796339
453,0.564705882352941,0.0520833333333333,0.512622549019608
454,0.876543209876543,0.0531914893617021,0.823351720514841
455,0.7625,0.010989010989011,0.751510989010989
456,0.464788732394366,0.0357142857142857,0.42907444668008
457,0.810126582278481,0.188888888888889,0.621237693389592
458,0.693181818181818,0.0909090909090909,0.602272727272727
459,0.6,0.0405405405405405,0.559459459459459
460,0.650602409638554,0.186813186813187,0.463789222825367
461,0.661764705882353,0.20253164556962,0.459233060312733
462,0.685714285714286,0.0697674418604651,0.615946843853821
463,0.691358024691358,0.125,0.566358024691358
464,0.784615384615385,0.222222222222222,0.562393162393162
465,0.739130434782609,0.118421052631579,0.62070938215103
466,0.627906976744186,0.0851063829787234,0.542800593765463
467,0.455696202531646,0.104166666666667,0.351529535864979
468,0.577464788732394,0.0512820512820513,0.526182737450343
469,0.530120481927711,0.0760869565217391,0.454033525405972
470,0.555555555555556,0.122448979591837,0.433106575963719
471,0.521739130434783,0.037037037037037,0.484702093397746
472,0.833333333333333,0.127906976744186,0.705426356589147
473,0.705882352941177,0.135416666666667,0.57046568627451
474,0.739130434782609,0.0759493670886076,0.663181067694001
475,0.746987951807229,0.0309278350515464,0.716060116755682
476,0.569620253164557,0.123595505617978,0.44602474754658
477,0.473684210526316,0.0689655172413793,0.404718693284936
478,0.696629213483146,0.212765957446809,0.483863256036338
479,0.459459459459459,0.024390243902439,0.43506921555702
480,0.618421052631579,0.0681818181818182,0.550239234449761
481,0.6,0.1,0.5
482,0.891891891891892,0.0232558139534884,0.868636077938403
483,0.597402597402597,0.103448275862069,0.493954321540528
484,0.622222222222222,0.2,0.422222222222222
485,0.634920634920635,0.08,0.554920634920635
486,0.616438356164384,0.0357142857142857,0.580724070450098
487,0.697368421052632,0.0232558139534884,0.674112607099143
488,0.582417582417582,0.0792079207920792,0.503209661625503
489,0.759036144578313,0.0898876404494382,0.669148504128875
490,0.5625,0.194805194805195,0.367694805194805
491,0.782051282051282,0.0697674418604651,0.712283840190817
492,0.593406593406593,0.0396039603960396,0.553802633010554
493,0.527777777777778,0.130952380952381,0.396825396825397
494,0.804597701149425,0.0674157303370786,0.737181970812347
495,0.655172413793103,0.0618556701030928,0.593316743690011
496,0.661538461538462,0.181818181818182,0.47972027972028
497,0.525641025641026,0.0217391304347826,0.503901895206243
498,0.435897435897436,0.0111111111111111,0.424786324786325
499,0.602739726027397,0.0740740740740741,0.528665651953323
500,0.858974358974359,0.144444444444444,0.714529914529914
501,0.746835443037975,0.106382978723404,0.64045246431457
502,0.714285714285714,0.0454545454545455,0.668831168831169
503,0.575342465753425,0.10752688172043,0.467815584032995
504,0.682352941176471,0.0978260869565217,0.584526854219949
505,0.8,0.0760869565217391,0.723913043478261
506,0.694117647058824,0.131313131313131,0.562804515745692
507,0.797101449275362,0.0125,0.784601449275362
508,0.549295774647887,0.0740740740740741,0.475221700573813
509,0.858974358974359,0.103448275862069,0.75552608311229
510,0.670588235294118,0.106382978723404,0.564205256570713
511,0.709677419354839,0.137254901960784,0.572422517394054
512,0.705882352941177,0.0666666666666667,0.63921568627451
513,0.582089552238806,0.0810810810810811,0.501008471157725
514,0.513513513513513,0.265060240963855,0.248453272549658
515,0.353658536585366,0.118279569892473,0.235378966692893
516,0.666666666666667,0.0833333333333333,0.583333333333333
517,0.670886075949367,0.138297872340426,0.532588203608942
518,0.617283950617284,0.0659340659340659,0.551349884683218
519,0.841463414634146,0.0412371134020619,0.800226301232084
520,0.775,0.208333333333333,0.566666666666667
521,0.72972972972973,0.137931034482759,0.591798695246971
522,0.6875,0.19,0.4975
523,0.705882352941177,0.0886075949367089,0.617274758004468
524,0.73134328358209,0.0810810810810811,0.650262202501009
525,0.792207792207792,0.159090909090909,0.633116883116883
526,0.620689655172414,0.0714285714285714,0.549261083743842
527,0.707317073170732,0.043956043956044,0.663361029214688
528,0.684782608695652,0.0594059405940594,0.625376668101593
529,0.486842105263158,0.0210526315789474,0.465789473684211
530,0.867647058823529,0.234567901234568,0.633079157588962
531,0.734939759036145,0.235955056179775,0.498984702856369
532,0.837209302325581,0.263157894736842,0.574051407588739
533,0.480519480519481,0.0113636363636364,0.469155844155844
534,0.716216216216216,0.148148148148148,0.568068068068068
535,0.835294117647059,0.170212765957447,0.665081351689612
536,0.702380952380952,0.154639175257732,0.54774177712322
537,0.831168831168831,0.0229885057471264,0.808180325421705
538,0.714285714285714,0.168539325842697,0.545746388443018
539,0.714285714285714,0.0114942528735632,0.702791461412151
540,0.653846153846154,0.134831460674157,0.519014693171997
541,0.547368421052632,0.107843137254902,0.43952528379773
542,0.744186046511628,0.106382978723404,0.637803067788224
